,Date,Category,Inventory Level,Units Sold,Units Ordered,Price,Competitor Pricing
1826,2023-01-01,Electronics,5208,3240,2227,45.003888888888895,44.82222222222222
1827,2023-01-01,Furniture,3154,1489,895,64.08363636363636,63.63818181818181
1828,2023-01-01,Groceries,7699,4296,2579,54.197391304347825,55.089999999999996
1829,2023-01-01,Toys,6770,3157,2427,51.09347826086957,51.72826086956522
1830,2023-01-02,Clothing,4867,1692,2056,64.82,64.75263157894737
1831,2023-01-02,Electronics,7478,4049,2851,53.355599999999995,53.84440000000001
1832,2023-01-02,Furniture,4581,2180,1964,53.87277777777778,53.940555555555555
1833,2023-01-02,Groceries,6543,3942,2283,58.5,58.83714285714285
1834,2023-01-02,Toys,5095,2828,1845,50.33,49.92882352941177
1835,2023-01-03,Clothing,5457,3318,2026,56.46666666666667,55.48800000000001
1836,2023-01-03,Electronics,6140,3648,2495,59.42809523809524,59.228095238095236
1837,2023-01-03,Furniture,4171,1541,1793,58.175625,59.119375000000005
1838,2023-01-03,Groceries,4963,2857,2066,50.04157894736843,49.71947368421053
1839,2023-01-03,Toys,7827,3778,2861,54.563448275862065,55.096896551724136
1840,2023-01-04,Clothing,7774,2597,3002,60.28961538461538,61.089999999999996
1841,2023-01-04,Electronics,4088,1820,1181,60.77428571428572,61.35857142857143
1842,2023-01-04,Furniture,5911,3267,2826,58.91818181818182,58.874545454545455
1843,2023-01-04,Groceries,5141,2524,2468,50.91210526315789,52.19631578947369
1844,2023-01-04,Toys,3863,1987,1898,43.92052631578947,44.10526315789474
1845,2023-01-05,Clothing,3794,2111,1548,51.89692307692307,51.560769230769225
1846,2023-01-05,Electronics,5537,2532,2872,59.46208333333333,59.76083333333333
1847,2023-01-05,Furniture,8184,3800,2882,53.3476,53.633599999999994
1848,2023-01-05,Groceries,5477,2733,2281,48.6005,49.3935
1849,2023-01-05,Toys,4991,2780,1908,58.29,58.55222222222223
1850,2023-01-06,Clothing,4352,1719,1376,54.263125,55.649375
1851,2023-01-06,Electronics,5534,2850,2137,62.50428571428571,62.778571428571425
1852,2023-01-06,Furniture,4443,1584,1482,59.88529411764706,58.61176470588235
1853,2023-01-06,Groceries,4644,2291,2158,59.239,59.87050000000001
1854,2023-01-06,Toys,7777,3540,2456,56.21807692307693,54.86115384615385
1855,2023-01-07,Clothing,6083,2768,2457,48.195454545454545,48.68454545454545
1856,2023-01-07,Electronics,5538,2994,2054,57.71421052631579,57.23315789473685
1857,2023-01-07,Furniture,4070,1968,1864,48.46722222222222,47.88333333333333
1858,2023-01-07,Groceries,6004,2461,2343,59.14,58.624
1859,2023-01-07,Toys,5342,2538,2626,56.675714285714285,57.284285714285716
1860,2023-01-08,Clothing,3648,1379,1988,64.513125,64.03
1861,2023-01-08,Electronics,4461,2407,2032,50.064,49.467999999999996
1862,2023-01-08,Furniture,4630,2047,1325,52.565294117647056,52.64235294117647
1863,2023-01-08,Groceries,6150,2682,2578,65.38708333333334,64.80541666666666
1864,2023-01-08,Toys,7169,3929,2840,53.010714285714286,53.542857142857144
1865,2023-01-09,Clothing,3464,1840,1583,58.88,56.628
1866,2023-01-09,Electronics,3119,1538,1376,46.19,44.745000000000005
1867,2023-01-09,Furniture,6439,3330,2864,60.282916666666665,60.3025
1868,2023-01-09,Groceries,8065,4353,2936,58.208965517241374,57.79379310344827
1869,2023-01-09,Toys,4405,2450,2387,57.938333333333325,58.92722222222223
1870,2023-01-10,Clothing,4248,1706,1895,55.95933333333333,55.976
1871,2023-01-10,Electronics,6319,2563,3092,49.575384615384614,50.010384615384616
1872,2023-01-10,Furniture,3746,2032,1761,47.83611111111111,48.090555555555554
1873,2023-01-10,Groceries,5251,2929,1646,50.913125,51.198125
1874,2023-01-10,Toys,6270,2341,2529,60.493199999999995,60.354
1875,2023-01-11,Clothing,4300,2146,2192,56.36380952380953,56.60952380952381
1876,2023-01-11,Electronics,3197,1512,1346,57.457142857142856,57.14071428571429
1877,2023-01-11,Furniture,6259,3009,2608,62.59913043478261,61.417391304347824
1878,2023-01-11,Groceries,5510,2277,2401,61.723333333333336,61.49714285714286
1879,2023-01-11,Toys,4928,2797,2363,58.284285714285716,58.64666666666666
1880,2023-01-12,Clothing,5786,3182,3073,46.5225,46.68083333333333
1881,2023-01-12,Electronics,4866,2296,2065,63.665625,64.189375
1882,2023-01-12,Furniture,6145,2698,2389,49.80619047619048,49.08190476190477
1883,2023-01-12,Groceries,6604,3758,2662,61.85409090909091,60.80045454545455
1884,2023-01-12,Toys,4536,2810,1776,58.773529411764706,58.82588235294117
1885,2023-01-13,Clothing,6874,3531,2540,57.034166666666664,56.27166666666667
1886,2023-01-13,Electronics,6754,2861,2720,60.35173913043478,61.01826086956522
1887,2023-01-13,Furniture,3701,1873,1872,65.27125,65.929375
1888,2023-01-13,Groceries,4842,2638,1778,62.348,61.60066666666667
1889,2023-01-13,Toys,5417,3555,1797,51.53954545454545,51.6390909090909
1890,2023-01-14,Clothing,5245,2000,2048,50.36,50.35944444444445
1891,2023-01-14,Electronics,6446,3047,2629,54.77,53.68347826086956
1892,2023-01-14,Furniture,6927,4066,2280,61.563478260869566,61.203913043478266
1893,2023-01-14,Groceries,5059,3390,2082,51.74105263157895,50.22578947368421
1894,2023-01-14,Toys,3889,2010,2071,62.898823529411764,62.55
1895,2023-01-15,Clothing,5049,2815,2338,56.32523809523809,55.854285714285716
1896,2023-01-15,Electronics,6110,3468,2696,52.491,52.44
1897,2023-01-15,Furniture,4328,2232,1601,47.872352941176466,48.36235294117647
1898,2023-01-15,Groceries,5316,2632,2136,47.81882352941176,47.99941176470588
1899,2023-01-15,Toys,6444,3430,3149,55.29560000000001,55.69480000000001
1900,2023-01-16,Clothing,4730,2249,2304,57.0265,57.263
1901,2023-01-16,Electronics,5131,2331,1569,62.886250000000004,62.721875
1902,2023-01-16,Furniture,6126,2824,2675,53.051428571428566,53.537142857142854
1903,2023-01-16,Groceries,5805,2927,2285,49.41181818181818,49.067727272727275
1904,2023-01-16,Toys,5678,2541,2920,56.88809523809524,57.728095238095236
1905,2023-01-17,Clothing,5541,2724,2187,43.964444444444446,44.17333333333333
1906,2023-01-17,Electronics,4261,2704,1333,47.8123076923077,48.32
1907,2023-01-17,Furniture,7126,4101,3107,50.8864,49.673199999999994
1908,2023-01-17,Groceries,5559,2639,1651,58.09263157894737,58.25842105263158
1909,2023-01-17,Toys,6719,2840,2916,59.136,58.4352
1910,2023-01-18,Clothing,4116,2296,1632,60.004374999999996,60.18375
1911,2023-01-18,Electronics,5611,3013,2024,49.56333333333333,48.62388888888889
1912,2023-01-18,Furniture,4453,2673,1402,54.175000000000004,54.86571428571428
1913,2023-01-18,Groceries,5912,2483,2497,66.4725,66.93050000000001
1914,2023-01-18,Toys,9115,4919,3709,49.3734375,49.078125
1915,2023-01-19,Clothing,4317,2074,1926,55.230555555555554,55.092777777777776
1916,2023-01-19,Electronics,7230,3287,2514,56.44333333333333,56.44708333333333
1917,2023-01-19,Furniture,5367,2514,2419,61.720000000000006,61.5245
1918,2023-01-19,Groceries,6290,3406,2529,51.401250000000005,50.876666666666665
1919,2023-01-19,Toys,3947,1702,1549,52.17785714285714,53.299285714285716
1920,2023-01-20,Clothing,4247,1713,1737,53.883125,53.959375
1921,2023-01-20,Electronics,5574,2336,2613,51.52347826086957,51.13652173913044
1922,2023-01-20,Furniture,6741,3032,2540,54.60695652173913,55.92260869565217
1923,2023-01-20,Groceries,6336,3537,2187,59.47428571428571,58.983809523809526
1924,2023-01-20,Toys,3569,1657,1679,50.93176470588235,51.80705882352942
1925,2023-01-21,Clothing,4874,2606,2355,57.426,56.896
1926,2023-01-21,Electronics,5271,2371,1878,51.69176470588235,52.07470588235294
1927,2023-01-21,Furniture,6655,2835,2725,47.650454545454544,47.55136363636364
1928,2023-01-21,Groceries,5802,2521,1790,53.97421052631579,54.336842105263166
1929,2023-01-21,Toys,5499,2754,2389,57.84136363636364,57.959999999999994
1930,2023-01-22,Clothing,5344,3251,1384,56.910000000000004,57.23
1931,2023-01-22,Electronics,3638,1721,1194,46.74615384615385,46.91153846153846
1932,2023-01-22,Furniture,6765,3654,2636,51.86869565217391,52.53565217391304
1933,2023-01-22,Groceries,5864,3105,3094,44.980000000000004,45.260384615384616
1934,2023-01-22,Toys,5591,2346,2132,52.980952380952374,52.45857142857143
1935,2023-01-23,Clothing,5692,2459,1501,53.131764705882354,53.985882352941175
1936,2023-01-23,Electronics,3381,1801,1586,62.630833333333335,63.67583333333334
1937,2023-01-23,Furniture,6305,3553,2518,57.88380952380952,57.67380952380953
1938,2023-01-23,Groceries,8433,4534,2627,49.09962962962963,48.09185185185185
1939,2023-01-23,Toys,5599,3143,2295,59.875652173913046,60.133913043478266
1940,2023-01-24,Clothing,5578,2868,1880,55.327619047619045,55.92714285714286
1941,2023-01-24,Electronics,5015,2297,2180,64.70190476190476,65.30142857142857
1942,2023-01-24,Furniture,3819,2062,1517,45.65571428571429,46.287142857142854
1943,2023-01-24,Groceries,7097,2506,2169,57.46454545454546,57.67909090909091
1944,2023-01-24,Toys,6089,2732,2133,58.98500000000001,58.74318181818182
1945,2023-01-25,Clothing,6120,2955,1936,58.215,58.53888888888889
1946,2023-01-25,Electronics,4727,3249,2105,50.51470588235294,49.80294117647059
1947,2023-01-25,Furniture,4372,2531,2104,46.84058823529411,47.68352941176471
1948,2023-01-25,Groceries,7016,2917,2885,50.2724,50.065200000000004
1949,2023-01-25,Toys,6056,2844,2418,49.84173913043479,50.376086956521746
1950,2023-01-26,Clothing,5001,2869,1748,50.40941176470589,50.798235294117646
1951,2023-01-26,Electronics,7153,3224,3516,58.25642857142857,57.93071428571428
1952,2023-01-26,Furniture,5424,2485,2358,52.89857142857144,52.61428571428572
1953,2023-01-26,Groceries,5460,2692,1686,54.593333333333334,54.004444444444445
1954,2023-01-26,Toys,5156,2650,1986,57.108125,55.8525
1955,2023-01-27,Clothing,6494,3927,2168,55.49130434782609,55.54913043478261
1956,2023-01-27,Electronics,5788,3137,2381,51.17476190476191,51.62238095238095
1957,2023-01-27,Furniture,5069,1936,2096,52.365,53.726111111111116
1958,2023-01-27,Groceries,5592,3094,2225,56.351,55.75599999999999
1959,2023-01-27,Toys,5130,2414,1714,52.10277777777778,51.544444444444444
1960,2023-01-28,Clothing,4502,1984,1851,61.418125,61.85125
1961,2023-01-28,Electronics,6032,2623,2018,38.0255,38.3115
1962,2023-01-28,Furniture,4980,3128,1965,60.14375,61.465
1963,2023-01-28,Groceries,6603,3279,3122,62.2868,62.4264
1964,2023-01-28,Toys,6870,3484,2191,64.34565217391305,64.53478260869565
1965,2023-01-29,Clothing,6031,2845,2592,56.731249999999996,56.339166666666664
1966,2023-01-29,Electronics,3915,1558,1904,54.001875,55.299375
1967,2023-01-29,Furniture,4902,2237,2192,51.11666666666667,51.08111111111111
1968,2023-01-29,Groceries,7859,3008,3237,55.13444444444445,54.74518518518518
1969,2023-01-29,Toys,4789,2388,1479,73.55066666666667,74.34466666666667
1970,2023-01-30,Clothing,7215,3740,2196,48.95333333333334,49.14958333333333
1971,2023-01-30,Electronics,5122,2542,2290,49.69095238095238,50.12952380952381
1972,2023-01-30,Furniture,5065,2417,2640,56.49571428571429,56.37095238095238
1973,2023-01-30,Groceries,5769,2573,2359,50.73272727272727,51.73636363636364
1974,2023-01-30,Toys,4331,1517,871,64.43916666666667,65.71
1975,2023-01-31,Clothing,5679,2473,1770,68.63,68.17833333333334
1976,2023-01-31,Electronics,3844,2151,2215,51.38388888888889,51.27
1977,2023-01-31,Furniture,5430,2724,2046,58.02263157894737,58.93736842105263
1978,2023-01-31,Groceries,4871,2314,2328,54.760000000000005,53.91
1979,2023-01-31,Toys,6350,3564,2539,58.399166666666666,58.42416666666667
1980,2023-02-01,Clothing,4991,2135,2572,55.7447619047619,56.83714285714285
1981,2023-02-01,Electronics,3936,1852,1828,59.095,58.404444444444444
1982,2023-02-01,Furniture,5631,3801,2689,53.07,53.05708333333333
1983,2023-02-01,Groceries,5118,2689,1911,62.338,62.920500000000004
1984,2023-02-01,Toys,5166,2603,1780,53.92529411764706,54.65294117647059
1985,2023-02-02,Clothing,5927,3187,2157,55.44238095238095,54.89380952380952
1986,2023-02-02,Electronics,5615,2786,1991,54.922222222222224,54.21277777777778
1987,2023-02-02,Furniture,7391,3359,3053,52.43222222222222,52.83518518518518
1988,2023-02-02,Groceries,3936,2000,1597,45.80333333333333,45.56733333333333
1989,2023-02-02,Toys,5966,2194,2415,52.57368421052632,53.172105263157896
1990,2023-02-03,Clothing,4727,2204,2871,57.317619047619054,57.485238095238095
1991,2023-02-03,Electronics,6312,2696,2551,57.17869565217391,56.72434782608696
1992,2023-02-03,Furniture,5557,2738,2198,62.67315789473684,63.04526315789473
1993,2023-02-03,Groceries,4962,2370,1880,64.108125,63.051249999999996
1994,2023-02-03,Toys,5238,2787,2254,55.68428571428572,55.63285714285714
1995,2023-02-04,Clothing,4192,2388,1560,50.36533333333333,48.83866666666667
1996,2023-02-04,Electronics,4077,1308,1933,51.2375,49.9875
1997,2023-02-04,Furniture,8346,4922,3116,62.512499999999996,62.64892857142858
1998,2023-02-04,Groceries,6247,2927,2743,52.20769230769231,52.05423076923077
1999,2023-02-04,Toys,4013,1893,1522,67.276,66.556
2000,2023-02-05,Clothing,6401,3452,2707,51.78884615384615,52.045
2001,2023-02-05,Electronics,5646,2647,2245,61.862631578947365,61.43105263157895
2002,2023-02-05,Furniture,3186,1792,1996,49.309411764705885,50.01705882352941
2003,2023-02-05,Groceries,5737,2748,1881,59.79380952380953,60.665238095238095
2004,2023-02-05,Toys,4218,2502,1715,56.87764705882353,56.87823529411765
2005,2023-02-06,Clothing,7239,3981,3075,51.4092,50.510799999999996
2006,2023-02-06,Electronics,4723,2085,1713,65.153125,64.693125
2007,2023-02-06,Furniture,6374,3045,2807,52.24636363636364,52.475
2008,2023-02-06,Groceries,5473,2497,1877,48.597,49.1315
2009,2023-02-06,Toys,5067,2283,1816,54.866470588235295,54.79882352941177
2010,2023-02-07,Clothing,6519,3371,2596,57.60086956521739,57.117826086956526
2011,2023-02-07,Electronics,5917,2679,2567,59.3652380952381,60.06904761904762
2012,2023-02-07,Furniture,4916,2511,1749,62.08705882352941,62.52235294117648
2013,2023-02-07,Groceries,6112,3424,2564,49.14636363636364,48.42454545454545
2014,2023-02-07,Toys,3938,1977,1838,50.92352941176471,50.970588235294116
2015,2023-02-08,Clothing,5047,3096,2254,59.86545454545455,61.50636363636364
2016,2023-02-08,Electronics,4139,1306,1522,62.475625,62.195625
2017,2023-02-08,Furniture,4462,2120,1445,68.18714285714286,67.84857142857143
2018,2023-02-08,Groceries,7422,3960,2617,52.57458333333333,53.10166666666667
2019,2023-02-08,Toys,6517,4000,2567,56.41958333333333,56.33958333333334
2020,2023-02-09,Clothing,4851,1672,1756,64.71052631578948,64.58263157894737
2021,2023-02-09,Electronics,4881,2072,1711,45.94388888888889,46.727222222222224
2022,2023-02-09,Furniture,9060,4716,2984,55.817499999999995,55.80357142857143
2023,2023-02-09,Groceries,4438,1921,1987,60.55611111111111,59.086666666666666
2024,2023-02-09,Toys,4469,2206,1689,43.44176470588235,41.86764705882353
2025,2023-02-10,Clothing,7389,4180,2592,65.87608695652175,66.52913043478262
2026,2023-02-10,Electronics,5229,2562,2336,53.17631578947368,53.63947368421052
2027,2023-02-10,Furniture,5642,1885,1934,62.48350000000001,61.94199999999999
2028,2023-02-10,Groceries,6465,3411,2461,51.42421052631579,51.28105263157895
2029,2023-02-10,Toys,5662,3273,2382,62.16210526315789,62.71263157894737
2030,2023-02-11,Clothing,6165,3289,2251,51.54272727272728,52.775454545454544
2031,2023-02-11,Electronics,4702,1841,2398,44.87166666666667,44.315000000000005
2032,2023-02-11,Furniture,4118,1784,1392,58.33615384615385,58.03769230769231
2033,2023-02-11,Groceries,6119,2792,2437,47.293684210526315,47.58421052631579
2034,2023-02-11,Toys,7505,4529,2784,46.16892857142857,45.31857142857143
2035,2023-02-12,Clothing,5069,2936,2057,52.67578947368421,52.89263157894737
2036,2023-02-12,Electronics,5344,2688,2121,56.83631578947369,56.218947368421055
2037,2023-02-12,Furniture,6634,3191,2207,50.11095238095238,50.83047619047619
2038,2023-02-12,Groceries,2726,2063,886,37.975,37.53
2039,2023-02-12,Toys,8262,3811,3860,57.01387096774194,55.8783870967742
2040,2023-02-13,Clothing,2652,1223,955,58.72666666666667,57.294999999999995
2041,2023-02-13,Electronics,7238,3413,2938,58.407916666666665,58.00666666666667
2042,2023-02-13,Furniture,4826,2192,1844,56.713499999999996,56.156000000000006
2043,2023-02-13,Groceries,6922,4685,2843,56.04333333333333,56.52
2044,2023-02-13,Toys,5308,2546,2026,61.263999999999996,61.5895
2045,2023-02-14,Clothing,5344,2289,2280,45.153636363636366,44.709545454545456
2046,2023-02-14,Electronics,4389,2624,1612,54.583999999999996,54.221333333333334
2047,2023-02-14,Furniture,6256,3032,2680,54.06285714285714,54.49619047619048
2048,2023-02-14,Groceries,6538,3954,2277,50.74727272727273,49.53272727272727
2049,2023-02-14,Toys,6299,2907,1912,57.463499999999996,58.1645
2050,2023-02-15,Clothing,5722,2859,2196,48.88428571428571,49.896190476190476
2051,2023-02-15,Electronics,5446,2234,1964,65.27888888888889,65.77055555555556
2052,2023-02-15,Furniture,6776,3048,2962,55.09791666666666,55.40875
2053,2023-02-15,Groceries,4576,2321,2287,47.94736842105263,48.3378947368421
2054,2023-02-15,Toys,5076,2175,2047,64.04555555555555,65.21166666666666
2055,2023-02-16,Clothing,4783,2214,1803,47.53526315789473,47.4121052631579
2056,2023-02-16,Electronics,4138,2104,1483,46.273125,46.2625
2057,2023-02-16,Furniture,9483,4340,2745,59.35966666666666,59.64566666666666
2058,2023-02-16,Groceries,4517,1900,1802,56.10176470588235,56.595882352941175
2059,2023-02-16,Toys,5711,2689,1973,56.141666666666666,56.580555555555556
2060,2023-02-17,Clothing,3670,1946,1801,57.45684210526316,57.2678947368421
2061,2023-02-17,Electronics,5297,2017,2534,60.26285714285714,60.56904761904762
2062,2023-02-17,Furniture,5373,2920,2123,61.766190476190474,61.99761904761905
2063,2023-02-17,Groceries,6894,3219,2215,57.62809523809524,58.51952380952381
2064,2023-02-17,Toys,4932,2809,1874,70.06055555555555,71.12388888888889
2065,2023-02-18,Clothing,5896,3438,2016,47.929500000000004,48.6355
2066,2023-02-18,Electronics,4996,2439,1742,52.559000000000005,51.913
2067,2023-02-18,Furniture,5648,3358,2280,51.81192307692307,51.45961538461539
2068,2023-02-18,Groceries,5592,3134,1790,57.17722222222223,57.04222222222222
2069,2023-02-18,Toys,4366,2442,1498,52.66875,52.121875
2070,2023-02-19,Clothing,4347,1457,2064,60.525,60.200625
2071,2023-02-19,Electronics,6216,3674,2265,63.31142857142857,63.11333333333334
2072,2023-02-19,Furniture,6044,2918,2609,52.24458333333333,52.26
2073,2023-02-19,Groceries,5599,2562,2229,61.832631578947364,60.795263157894745
2074,2023-02-19,Toys,6192,3203,2349,59.699,59.385000000000005
2075,2023-02-20,Clothing,5745,2706,2293,50.90210526315789,50.19052631578948
2076,2023-02-20,Electronics,4264,2520,1917,59.23555555555556,59.69111111111111
2077,2023-02-20,Furniture,5784,2731,2950,59.61652173913044,60.51565217391305
2078,2023-02-20,Groceries,4566,1850,2147,46.84789473684211,46.86210526315789
2079,2023-02-20,Toys,5951,2801,2038,60.729523809523805,61.14809523809523
2080,2023-02-21,Clothing,6557,2827,3622,59.974074074074075,60.01814814814815
2081,2023-02-21,Electronics,4762,2373,1442,59.124117647058824,59.09529411764706
2082,2023-02-21,Furniture,6461,3556,2957,55.16954545454546,54.6640909090909
2083,2023-02-21,Groceries,4738,2419,1871,54.03,52.795
2084,2023-02-21,Toys,4717,2360,1661,55.82111111111111,56.06944444444444
2085,2023-02-22,Clothing,7211,3894,2266,58.33375,57.831250000000004
2086,2023-02-22,Electronics,3175,1389,1300,66.29818181818182,67.26272727272728
2087,2023-02-22,Furniture,5161,2655,1980,55.795500000000004,54.831500000000005
2088,2023-02-22,Groceries,6921,3787,2623,56.18269230769231,57.557307692307695
2089,2023-02-22,Toys,4513,1993,2298,51.003684210526316,50.992105263157896
2090,2023-02-23,Clothing,5501,2977,2055,66.3585,64.7705
2091,2023-02-23,Electronics,6201,3233,2927,62.007083333333334,62.696666666666665
2092,2023-02-23,Furniture,4521,2684,1648,53.508125,54.295625
2093,2023-02-23,Groceries,4961,2420,2045,51.19777777777777,50.840555555555554
2094,2023-02-23,Toys,6428,3535,2133,56.870000000000005,56.945454545454545
2095,2023-02-24,Clothing,5728,2760,2746,48.82523809523809,49.273809523809526
2096,2023-02-24,Electronics,4695,2387,2332,48.32555555555555,49.025555555555556
2097,2023-02-24,Furniture,6208,3844,2542,55.92391304347826,55.509565217391305
2098,2023-02-24,Groceries,6535,3813,2677,55.71045454545455,56.38818181818181
2099,2023-02-24,Toys,3331,2023,1746,53.844375,55.243125
2100,2023-02-25,Clothing,4647,2001,1904,51.80058823529412,52.430588235294124
2101,2023-02-25,Electronics,5763,3127,2299,56.75272727272727,54.95545454545454
2102,2023-02-25,Furniture,3352,1763,1596,56.57666666666667,57.074666666666666
2103,2023-02-25,Groceries,6709,3380,3016,45.5208,45.690799999999996
2104,2023-02-25,Toys,5303,2735,2290,54.49619047619048,55.16619047619048
2105,2023-02-26,Clothing,5180,2342,2136,49.12833333333334,49.45722222222222
2106,2023-02-26,Electronics,5861,2184,2375,50.61619047619048,50.785714285714285
2107,2023-02-26,Furniture,4920,2689,2257,47.23166666666666,46.785555555555554
2108,2023-02-26,Groceries,4580,2044,2060,57.71555555555555,56.474999999999994
2109,2023-02-26,Toys,6997,3580,2864,51.7596,51.4608
2110,2023-02-27,Clothing,3788,1826,1769,55.102,55.76933333333333
2111,2023-02-27,Electronics,6487,2730,2701,44.910000000000004,45.50083333333333
2112,2023-02-27,Furniture,6367,3154,2805,52.540000000000006,52.26086956521739
2113,2023-02-27,Groceries,3761,1792,1928,52.669333333333334,52.016666666666666
2114,2023-02-27,Toys,6642,3986,2863,58.25739130434783,57.97347826086957
2115,2023-02-28,Clothing,7092,3671,3291,60.431538461538466,61.37269230769231
2116,2023-02-28,Electronics,3202,1519,1321,53.54071428571429,54.05214285714286
2117,2023-02-28,Furniture,5103,2566,2184,52.08888888888889,52.72388888888889
2118,2023-02-28,Groceries,6754,4427,2421,56.33347826086957,57.82869565217391
2119,2023-02-28,Toys,5114,2693,2009,66.82526315789474,66.50684210526316
2120,2023-03-01,Clothing,4164,1466,1569,47.355,46.663125
2121,2023-03-01,Electronics,4757,2321,1993,50.900666666666666,51.382666666666665
2122,2023-03-01,Furniture,6238,2886,3144,55.94,55.51666666666667
2123,2023-03-01,Groceries,8447,3825,3522,54.37533333333333,54.95366666666667
2124,2023-03-01,Toys,4348,1922,1585,59.333999999999996,58.24066666666667
2125,2023-03-02,Clothing,5002,2760,1898,48.5364705882353,48.70529411764706
2126,2023-03-02,Electronics,6810,3799,2746,51.62652173913044,50.59913043478261
2127,2023-03-02,Furniture,3803,2178,1477,59.748333333333335,58.1625
2128,2023-03-02,Groceries,6190,2276,2386,56.578571428571436,57.485238095238095
2129,2023-03-02,Toys,6670,3618,3232,55.05777777777777,54.46777777777778
2130,2023-03-03,Clothing,5298,2490,2132,45.99,46.16777777777778
2131,2023-03-03,Electronics,5402,3378,2461,52.43761904761905,52.04380952380953
2132,2023-03-03,Furniture,2211,1214,1148,61.559999999999995,60.88818181818181
2133,2023-03-03,Groceries,6404,3182,2112,53.17782608695652,52.82565217391304
2134,2023-03-03,Toys,6979,2526,2862,53.49740740740741,53.79222222222223
2135,2023-03-04,Clothing,5883,2922,2620,61.48476190476191,61.107619047619046
2136,2023-03-04,Electronics,3793,2219,1255,59.362857142857145,60.528571428571425
2137,2023-03-04,Furniture,6478,3294,2211,57.899523809523814,57.46333333333333
2138,2023-03-04,Groceries,6530,3235,2194,52.040476190476184,52.26047619047619
2139,2023-03-04,Toys,6146,3549,2354,55.64782608695653,55.4104347826087
2140,2023-03-05,Clothing,5539,2343,2020,42.31210526315789,42.12894736842105
2141,2023-03-05,Electronics,5666,2868,2428,63.701904761904764,63.84095238095239
2142,2023-03-05,Furniture,4554,2520,2118,59.91125,60.635625000000005
2143,2023-03-05,Groceries,5797,2536,2463,63.715,63.97909090909091
2144,2023-03-05,Toys,6839,3381,2332,58.53590909090909,58.70090909090909
2145,2023-03-06,Clothing,4009,1961,1292,50.068461538461534,50.3523076923077
2146,2023-03-06,Electronics,5075,2078,1978,53.07761904761905,54.086190476190474
2147,2023-03-06,Furniture,4690,2839,1997,62.607000000000006,63.184000000000005
2148,2023-03-06,Groceries,6412,2049,2417,61.644615384615385,61.82076923076923
2149,2023-03-06,Toys,4959,3351,2442,46.778,47.003499999999995
2150,2023-03-07,Clothing,5730,3387,2210,60.15650000000001,60.079499999999996
2151,2023-03-07,Electronics,4857,2183,2562,62.01714285714285,61.599999999999994
2152,2023-03-07,Furniture,5453,2478,2070,58.287894736842105,58.67263157894737
2153,2023-03-07,Groceries,6019,3421,2306,54.42,55.26136363636363
2154,2023-03-07,Toys,5288,2847,2023,67.81944444444444,67.53722222222223
2155,2023-03-08,Clothing,5210,1929,3163,59.26125,59.50625
2156,2023-03-08,Electronics,4942,2218,2108,53.93222222222222,53.708333333333336
2157,2023-03-08,Furniture,6065,2445,2599,59.52090909090909,59.74136363636364
2158,2023-03-08,Groceries,4335,1827,1727,53.16625,52.9525
2159,2023-03-08,Toys,5159,2223,1914,48.4105,49.9795
2160,2023-03-09,Clothing,4747,2865,2021,53.26611111111111,53.24444444444444
2161,2023-03-09,Electronics,6981,3632,2956,62.38961538461538,62.54038461538461
2162,2023-03-09,Furniture,5720,2936,2189,59.61722222222223,59.044444444444444
2163,2023-03-09,Groceries,4762,2370,1526,56.15705882352942,56.493529411764705
2164,2023-03-09,Toys,6281,2693,2545,53.719047619047615,52.402857142857144
2165,2023-03-10,Clothing,7151,3686,2902,49.499583333333334,49.27375
2166,2023-03-10,Electronics,5468,3209,2320,63.90761904761904,64.12238095238095
2167,2023-03-10,Furniture,5666,2408,1802,53.589999999999996,53.789
2168,2023-03-10,Groceries,5442,2899,1788,57.328823529411764,57.40882352941177
2169,2023-03-10,Toys,4792,2417,2393,62.78666666666666,62.361111111111114
2170,2023-03-11,Clothing,4950,2663,2417,46.682380952380946,47.55619047619047
2171,2023-03-11,Electronics,3975,937,2155,46.711875,46.820625
2172,2023-03-11,Furniture,7399,4039,3302,64.71296296296296,64.97333333333333
2173,2023-03-11,Groceries,4775,1625,1833,50.38625,50.735625
2174,2023-03-11,Toys,4697,1966,2193,55.6645,55.2385
2175,2023-03-12,Clothing,5366,2735,2254,49.57904761904762,49.723333333333336
2176,2023-03-12,Electronics,7033,3883,2658,56.6876,56.2748
2177,2023-03-12,Furniture,6056,2960,2117,50.9052380952381,51.25095238095238
2178,2023-03-12,Groceries,6581,3499,2552,53.696363636363635,53.86136363636364
2179,2023-03-12,Toys,2838,1208,1203,61.52272727272727,61.375454545454545
2180,2023-03-13,Clothing,5199,2239,2262,52.68,52.09777777777778
2181,2023-03-13,Electronics,5492,2817,2431,62.2635,61.383
2182,2023-03-13,Furniture,6678,3598,2717,49.04636363636364,48.55409090909091
2183,2023-03-13,Groceries,4421,2240,2158,56.116,55.58266666666667
2184,2023-03-13,Toys,5785,2675,2814,51.58560000000001,51.216
2185,2023-03-14,Clothing,6485,3157,3422,56.10730769230769,56.29115384615385
2186,2023-03-14,Electronics,4993,1797,2297,48.54117647058824,49.32941176470588
2187,2023-03-14,Furniture,6730,3646,2638,54.20041666666666,54.147083333333335
2188,2023-03-14,Groceries,3631,1562,1523,48.606923076923074,47.48076923076923
